/
mTEDx/fr-en	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0000.mp4	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0000.mp4	6	6
mTEDx/fr-en	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0001.mp4	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0001.mp4	47	47
mTEDx/fr-en	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0002.mp4	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0002.mp4	42	42
mTEDx/fr-en	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0003.mp4	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0003.mp4	39	39
mTEDx/fr-en	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0004.mp4	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0004.mp4	24	24
mTEDx/fr-en	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0005.mp4	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0005.mp4	18	18
mTEDx/fr-en	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0006.mp4	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0006.mp4	37	37
mTEDx/fr-en	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0007.mp4	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0007.mp4	23	23
mTEDx/fr-en	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0008.mp4	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0008.mp4	32	32
mTEDx/fr-en	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0009.mp4	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0009.mp4	26	26
mTEDx/fr-en	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0010.mp4	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0010.mp4	67	67
mTEDx/fr-en	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0011.mp4	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0011.mp4	51	51
mTEDx/fr-en	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0012.mp4	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0012.mp4	70	70
mTEDx/fr-en	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0013.mp4	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0013.mp4	59	59
mTEDx/fr-en	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0014.mp4	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0014.mp4	79	79
mTEDx/fr-en	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0015.mp4	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0015.mp4	56	56
mTEDx/fr-en	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0016.mp4	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0016.mp4	69	69
mTEDx/fr-en	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0017.mp4	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0017.mp4	61	61
mTEDx/fr-en	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0018.mp4	/mnt/aix7804/whisper-timestamped/result/REMAKE/sample_vid/sample_0018.mp4	63	63
